# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_3_length_284270_cov_21.570609	cds	31157	32086	-	LDPEMP_03800		N-acetyltransferase domain-containing protein	RefSeq:WP_031421959.1, SO:0001217, UniParc:UPI0004DFB420, UniRef:UniRef100_A0A3G2W6U0, UniRef:UniRef50_Q3BVA3, UniRef:UniRef90_Q3BVA3
NODE_3_length_284270_cov_21.570609	cds	32083	33576	-	LDPEMP_03805	roxA	Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain	COG:COG2850, COG:J, RefSeq:WP_031421961.1, SO:0001217, UniParc:UPI0004DFA38D, UniRef:UniRef100_UPI0004DFA38D, UniRef:UniRef50_M5D043, UniRef:UniRef90_A0A7W7KW59
NODE_3_length_284270_cov_21.570609	cds	33822	34322	-	LDPEMP_03810		DUF3060 domain-containing protein	RefSeq:WP_011346970.1, SO:0001217, UniParc:UPI00005CEA2D, UniRef:UniRef100_A0A6B3KFY5, UniRef:UniRef50_A0A1L5QM24, UniRef:UniRef90_A0A1V9HIM0
NODE_3_length_284270_cov_21.570609	cds	34566	35933	-	LDPEMP_03815	purB	adenylosuccinate lyase	COG:COG0015, COG:F, EC:4.3.2.2, KEGG:K01756, RefSeq:WP_218558810.1, SO:0001217, UniParc:UPI001C48FC0D, UniRef:UniRef100_UPI001C48FC0D, UniRef:UniRef50_Q6D4E7, UniRef:UniRef90_Q3BVA0
NODE_3_length_284270_cov_21.570609	cds	36098	37081	+	LDPEMP_03820		SCP domain-containing protein	RefSeq:WP_218558809.1, SO:0001217, UniParc:UPI001C44DCAC, UniRef:UniRef100_UPI001C44DCAC, UniRef:UniRef50_Q8PM92, UniRef:UniRef90_A0A1V9H379
NODE_3_length_284270_cov_21.570609	cds	37092	38414	-	LDPEMP_03825		HlyC/CorC family transporter	KEGG:K03699, RefSeq:WP_218558808.1, SO:0001217, UniParc:UPI001C44F635, UniRef:UniRef100_UPI001C44F635, UniRef:UniRef50_A0A0H2XAN8, UniRef:UniRef90_A0A1L5QMC5
NODE_3_length_284270_cov_21.570609	cds	38698	40104	+	LDPEMP_03830	aspA	Fumarate hydratase class II	COG:C, COG:COG0114, RefSeq:WP_127165893.1, SO:0001217, UniParc:UPI000F8F5922, UniRef:UniRef100_UPI0010AD031D, UniRef:UniRef50_Q9PD25, UniRef:UniRef90_A0A0E3UD01
NODE_3_length_284270_cov_21.570609	cds	40234	40683	-	LDPEMP_03835		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0H2X8Q2, UniRef:UniRef90_V7ZE62
NODE_3_length_284270_cov_21.570609	cds	41023	41559	-	LDPEMP_03840		DUF2884 domain-containing protein	RefSeq:WP_181388238.1, SO:0001217, UniParc:UPI000A776667, UniRef:UniRef100_A0A1S1XM90, UniRef:UniRef50_A0A1V9HIN1, UniRef:UniRef90_A0A1V9HIN1
NODE_3_length_284270_cov_21.570609	cds	41588	42406	-	LDPEMP_03845		DUF4097 domain-containing protein	RefSeq:WP_029819110.1, SO:0001217, UniParc:UPI0004A2B5C5, UniRef:UniRef100_A0A7W7P7D9, UniRef:UniRef50_A0A2S7D884, UniRef:UniRef90_A0A1V9H333
NODE_3_length_284270_cov_21.570609	cds	42417	43403	-	LDPEMP_03850		ABC transporter permease	RefSeq:WP_011346978.1, SO:0001217, UniParc:UPI00005CEA35, UniRef:UniRef100_A0A6B3KEL2, UniRef:UniRef50_Q9PD03, UniRef:UniRef90_F0C0K9
NODE_3_length_284270_cov_21.570609	cds	43400	44275	-	LDPEMP_03855	ccmA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:V, RefSeq:WP_005913764.1, SO:0001217, UniParc:UPI00000D7E69, UniRef:UniRef100_A0A0U5FDN9, UniRef:UniRef50_A0A7V8ABD1, UniRef:UniRef90_Q5H155
NODE_3_length_284270_cov_21.570609	cds	44272	44634	-	LDPEMP_03860	gntR	Transcriptional regulator gntR family	RefSeq:WP_003483692.1, SO:0001217, UniParc:UPI00000D7E6A, UniRef:UniRef100_V7ZE66, UniRef:UniRef50_Q5H154, UniRef:UniRef90_Q5H154
NODE_3_length_284270_cov_21.570609	cds	44637	44885	-	LDPEMP_03865		Secreted protein	RefSeq:WP_074053199.1, SO:0001217, UniParc:UPI0009381ED6, UniRef:UniRef100_A0A1L5R3E3, UniRef:UniRef50_A0A3E1L3X4, UniRef:UniRef90_A0A2S7DY98
NODE_3_length_284270_cov_21.570609	cds	45018	45575	+	LDPEMP_03870	btuE	Thioredoxin/glutathione peroxidase BtuE, reduces lipid peroxides	COG:COG0386, COG:VI, RefSeq:WP_011346979.1, SO:0001217, UniParc:UPI00005CEA37, UniRef:UniRef100_A0A6B3KCH3, UniRef:UniRef50_V7ZF82, UniRef:UniRef90_V7ZF82
NODE_3_length_284270_cov_21.570609	cds	45661	46632	+	LDPEMP_03875	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG0545, COG:O, SO:0001217, UniParc:UPI00005CEA38, UniRef:UniRef100_A0A6B3KI46, UniRef:UniRef50_D2UAU9, UniRef:UniRef90_Q5H152
NODE_3_length_284270_cov_21.570609	cds	46658	48007	+	LDPEMP_03880	ugd	UDP-glucose 6-dehydrogenase	COG:COG1004, COG:M, EC:1.1.1.22, KEGG:K00012, RefSeq:WP_218558807.1, SO:0001217, UniParc:UPI001C45C3AE, UniRef:UniRef100_UPI001C45C3AE, UniRef:UniRef50_A0A0C1JKG5, UniRef:UniRef90_A0A0U5FBT6
NODE_3_length_284270_cov_21.570609	cds	48000	48236	+	LDPEMP_03885	slyX	Protein SlyX-like protein	COG:COG2900, COG:S, RefSeq:WP_008576524.1, SO:0001217, UniParc:UPI00005CEA3A, UniRef:UniRef100_Q3BV87, UniRef:UniRef50_Q9PCZ7, UniRef:UniRef90_Q3BV87
NODE_3_length_284270_cov_21.570609	cds	48255	48989	+	LDPEMP_03890	yaiL	DUF2058 domain-containing protein	COG:COG3122, COG:S, SO:0001217, UniParc:UPI00179AD271, UniRef:UniRef100_A0A7W7KW55, UniRef:UniRef50_B4SPB9, UniRef:UniRef90_A0A2H1SWF6
NODE_3_length_284270_cov_21.570609	cds	49321	50172	+	LDPEMP_03895		Transporter	RefSeq:WP_218558806.1, SO:0001217, UniParc:UPI001C443EC1, UniRef:UniRef100_UPI001C443EC1, UniRef:UniRef50_A0A1Y6GUR5, UniRef:UniRef90_H8FCE4
NODE_3_length_284270_cov_21.570609	cds	50353	51486	+	LDPEMP_03900		Transcriptional regulator	SO:0001217, UniRef:UniRef50_W4SJX2, UniRef:UniRef90_A0A098Q417
NODE_3_length_284270_cov_21.570609	cds	51500	52810	+	LDPEMP_03905	fucP	L-fucose:H+ symporter permease	COG:COG0738, COG:G, RefSeq:WP_065627530.1, SO:0001217, UniParc:UPI00080E722A, UniRef:UniRef100_UPI00080E722A, UniRef:UniRef50_A0A0U5FC47, UniRef:UniRef90_A0A0U5FC47
NODE_3_length_284270_cov_21.570609	cds	52807	53793	+	LDPEMP_03910	rbsK	Sugar or nucleoside kinase, ribokinase family	COG:COG0524, COG:G, RefSeq:WP_033481666.1, SO:0001217, UniParc:UPI000310699E, UniRef:UniRef100_A0A7X9UUN1, UniRef:UniRef50_A0A160N1I7, UniRef:UniRef90_Q5H146
NODE_3_length_284270_cov_21.570609	cds	53790	54995	+	LDPEMP_03915	yihS	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	COG:COG2942, COG:G, RefSeq:WP_078565799.1, SO:0001217, UniParc:UPI0009961315, UniRef:UniRef100_A0A7X9YSV7, UniRef:UniRef50_V7ZDJ4, UniRef:UniRef90_V7ZDJ4
NODE_3_length_284270_cov_21.570609	cds	55136	57889	-	LDPEMP_03920	metH	methionine synthase	COG:COG1410, COG:E, RefSeq:WP_218558804.1, SO:0001217, UniParc:UPI001C47D3FE, UniRef:UniRef100_UPI001C47D3FE, UniRef:UniRef50_A0A0G3LPD0, UniRef:UniRef90_A0A2S7B960
NODE_3_length_284270_cov_21.570609	cds	58056	59186	-	LDPEMP_03925	metH1	Methionine synthase I (cobalamin-dependent), methyltransferase domain	COG:COG0646, COG:E, RefSeq:WP_011346986.1, SO:0001217, UniParc:UPI00005CEA42, UniRef:UniRef100_A0A6P0EDI8, UniRef:UniRef50_A0A090T8G6, UniRef:UniRef90_W4SJX8
NODE_3_length_284270_cov_21.570609	cds	59183	60178	-	LDPEMP_03930	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	COG:COG2226, COG:H, RefSeq:WP_011346987.1, SO:0001217, UniParc:UPI00005CEA43, UniRef:UniRef100_A0A6B3KGY6, UniRef:UniRef50_D2UDY1, UniRef:UniRef90_A0A8D6UXG5
NODE_3_length_284270_cov_21.570609	cds	60267	61448	+	LDPEMP_03935	caiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	COG:COG1960, COG:I, RefSeq:WP_071118293.1, SO:0001217, UniParc:UPI0008DA038C, UniRef:UniRef100_A0A1S1XIJ8, UniRef:UniRef50_A0A7J7AAF2, UniRef:UniRef90_A0A0U5BRL8
NODE_3_length_284270_cov_21.570609	cds	61798	63321	+	LDPEMP_03940	tesA	Lysophospholipase L1 or related esterase Includes spore coat protein LipC/YcsK	COG:COG2755, COG:DI, RefSeq:WP_218558803.1, SO:0001217, UniParc:UPI001C479FBC, UniRef:UniRef100_UPI001C479FBC, UniRef:UniRef50_A0A6V7EKY7, UniRef:UniRef90_Q5H138
NODE_3_length_284270_cov_21.570609	tRNA	63668	63754	-	LDPEMP_03945	trnL	tRNA-Leu(cag)	SO:0000264
NODE_3_length_284270_cov_21.570609	cds	63876	66404	+	LDPEMP_03950	rnr	ribonuclease R	COG:COG0557, COG:K, RefSeq:WP_218542132.1, SO:0001217, UniParc:UPI001C464E28, UniRef:UniRef100_UPI001C464E28, UniRef:UniRef50_A0A5B2ZCK3, UniRef:UniRef90_D4T5L8
NODE_3_length_284270_cov_21.570609	cds	66678	67151	+	LDPEMP_03955		CENP-V/GFA domain-containing protein	RefSeq:WP_033837274.1, SO:0001217, UniParc:UPI00053B73A8, UniRef:UniRef100_A0A7W7KW83, UniRef:UniRef50_A0A1U9Z2P3, UniRef:UniRef90_A0A1C3NIA0
NODE_3_length_284270_cov_21.570609	cds	67460	68209	+	LDPEMP_03960	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG:COG0566, COG:J, EC:2.1.1.185, GO:0003723, GO:0005737, GO:0070039, RefSeq:WP_011346992.1, SO:0001217, UniParc:UPI00005CEA48, UniRef:UniRef100_A0A6B3KG13, UniRef:UniRef50_Q8PAG5, UniRef:UniRef90_Q8PAG5
NODE_3_length_284270_cov_21.570609	cds	68312	71509	+	LDPEMP_03965		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A0E3Z243
NODE_3_length_284270_cov_21.570609	cds	71742	72377	-	LDPEMP_03970	rnt	ribonuclease T	COG:COG0847, COG:L, EC:3.1.13.-, GO:0000287, GO:0003676, GO:0005829, GO:0008408, GO:0016896, GO:0042780, GO:0045004, SO:0001217, UniRef:UniRef50_Q8PM62, UniRef:UniRef90_Q3BV71
NODE_3_length_284270_cov_21.570609	cds	72641	73048	-	LDPEMP_03975	rcnB	Ni/Co efflux regulator RcnB	RefSeq:WP_071118290.1, SO:0001217, UniParc:UPI0008D9FDDB, UniRef:UniRef100_A0A1S1XIJ1, UniRef:UniRef50_A0A1V9H3G2, UniRef:UniRef90_A0A7U2L289
NODE_3_length_284270_cov_21.570609	cds	73159	73869	-	LDPEMP_03980	phoU	phosphate signaling complex protein PhoU	COG:COG0704, COG:P, RefSeq:WP_008572166.1, SO:0001217, UniParc:UPI00005CEA4C, UniRef:UniRef100_A0A6B3KH00, UniRef:UniRef50_Q9PBJ9, UniRef:UniRef90_A0A0E3YL40
NODE_3_length_284270_cov_21.570609	cds	73998	74828	-	LDPEMP_03985	pstB	phosphate ABC transporter ATP-binding protein PstB	COG:COG1117, COG:P, EC:7.3.2.1, GO:0005315, GO:0005524, GO:0005886, GO:0015415, RefSeq:WP_005913798.1, SO:0001217, UniParc:UPI00005CDCB7, UniRef:UniRef100_Q8PM59, UniRef:UniRef50_Q3BV68, UniRef:UniRef90_Q3BV68
NODE_3_length_284270_cov_21.570609	cds	74851	75720	-	LDPEMP_03990	pstA	phosphate ABC transporter permease PstA	COG:COG0581, COG:P, RefSeq:WP_008572164.1, SO:0001217, UniParc:UPI00005CEA4E, UniRef:UniRef100_A0A6B3KBS9, UniRef:UniRef50_Q9PBK1, UniRef:UniRef90_A0A0U5FC63
NODE_3_length_284270_cov_21.570609	cds	75720	76694	-	LDPEMP_03995	pstC	phosphate ABC transporter permease subunit PstC	COG:COG0573, COG:P, RefSeq:WP_003487154.1, SO:0001217, UniParc:UPI00000D7E84, UniRef:UniRef100_A0A6B3KGL4, UniRef:UniRef50_P45191, UniRef:UniRef90_A0A0E3YM64
NODE_3_length_284270_cov_21.570609	cds	76807	77898	-	LDPEMP_04000	pstS	phosphate ABC transporter substrate-binding protein PstS	COG:COG0226, COG:P, RefSeq:WP_218558800.1, SO:0001217, UniParc:UPI001C47D27C, UniRef:UniRef100_UPI001C47D27C, UniRef:UniRef50_A0A378TR45, UniRef:UniRef90_A0A855NR11
NODE_3_length_284270_cov_21.570609	cds	78246	79265	-	LDPEMP_04005	pstS	phosphate ABC transporter substrate-binding protein PstS	COG:COG0226, COG:P, RefSeq:WP_008572161.1, SO:0001217, UniParc:UPI00005CEA50, UniRef:UniRef100_A0A6B3KFM6, UniRef:UniRef50_Q9PBK3, UniRef:UniRef90_A0A6V7DLD1
NODE_3_length_284270_cov_21.570609	cds	79456	80706	-	LDPEMP_04010		Polyphosphate-selective porin O	KEGG:K07221, RefSeq:WP_218558799.1, SO:0001217, UniParc:UPI001C460DC5, UniRef:UniRef100_UPI001C460DC5, UniRef:UniRef50_A0A091BA53, UniRef:UniRef90_W4SKH1
NODE_3_length_284270_cov_21.570609	cds	80959	81363	+	LDPEMP_04015		Secreted protein	SO:0001217, UniParc:UPI00005CEA52, UniRef:UniRef100_Q3BV62, UniRef:UniRef50_A0A3E1KPN5, UniRef:UniRef90_A0A2S7A5T5
NODE_3_length_284270_cov_21.570609	cds	81479	82159	+	LDPEMP_04020	cynT	Carbonic anhydrase	COG:COG0288, COG:P, RefSeq:WP_011346996.1, SO:0001217, UniParc:UPI00005CEA53, UniRef:UniRef100_A0A6B3KCK4, UniRef:UniRef50_A0A1I3VL04, UniRef:UniRef90_A0A0U5FDR9
NODE_3_length_284270_cov_21.570609	cds	82171	83739	+	LDPEMP_04025	sUL1	Sulfate permease or related transporter, MFS superfamily	COG:COG0659, COG:P, RefSeq:WP_218551954.1, SO:0001217, UniParc:UPI001C45490B, UniRef:UniRef100_UPI001C45490B, UniRef:UniRef50_A0A3M4AUN2, UniRef:UniRef90_V7ZF29
NODE_3_length_284270_cov_21.570609	cds	83940	84650	-	LDPEMP_04030	nth	endonuclease III	COG:COG0177, COG:L, RefSeq:WP_218539350.1, SO:0001217, UniParc:UPI001C46BF59, UniRef:UniRef100_UPI001C46BF59, UniRef:UniRef50_A0A7U4QPF0, UniRef:UniRef90_A0A1A9MBA7
NODE_3_length_284270_cov_21.570609	cds	84647	85027	-	LDPEMP_04035		Transcriptional regulator	RefSeq:WP_011346998.1, SO:0001217, UniParc:UPI00005CEA55, UniRef:UniRef100_A0A6B3KN93, UniRef:UniRef50_A0A023Y5D3, UniRef:UniRef90_A0A0U5FC54
NODE_3_length_284270_cov_21.570609	cds	85035	85817	-	LDPEMP_04040	caiD	Enoyl-CoA hydratase/carnithine racemase	COG:COG1024, COG:I, RefSeq:WP_031422007.1, SO:0001217, UniParc:UPI0004DF1693, UniRef:UniRef100_A0A0G8UES8, UniRef:UniRef50_A0A0A6U8T3, UniRef:UniRef90_A0A0A6U8T3
NODE_3_length_284270_cov_21.570609	cds	85981	86679	+	LDPEMP_04045	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG0545, COG:O, RefSeq:WP_004429231.1, SO:0001217, UniParc:UPI00000DA088, UniRef:UniRef100_A0A6B3KMB0, UniRef:UniRef50_A0A5C7R2I8, UniRef:UniRef90_A0A0F5ZR07
NODE_3_length_284270_cov_21.570609	cds	86792	87595	+	LDPEMP_04050	ydhL	CoA pyrophosphatase	COG:COG3313, COG:R, EC:3.6.1.-, KEGG:K17879, RefSeq:WP_011347000.1, SO:0001217, UniParc:UPI00005CEA57, UniRef:UniRef100_A0A6B3KMU0, UniRef:UniRef50_A0A1T5J6B1, UniRef:UniRef90_A0A0K0GKG9
NODE_3_length_284270_cov_21.570609	cds	87592	88464	+	LDPEMP_04055	sseA	3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains	COG:COG2897, COG:P, RefSeq:WP_039417638.1, SO:0001217, UniParc:UPI0005745341, UniRef:UniRef100_A0A6B3KLQ6, UniRef:UniRef50_A0A7W9E9L5, UniRef:UniRef90_A0A7W7KWQ2
NODE_3_length_284270_cov_21.570609	cds	88553	89506	+	LDPEMP_04060		DUF1684 domain-containing protein	RefSeq:WP_218558798.1, SO:0001217, UniParc:UPI001C46AED1, UniRef:UniRef100_UPI001C46AED1, UniRef:UniRef50_A0A1Y6HHR3, UniRef:UniRef90_A0A1V9H3K1
NODE_3_length_284270_cov_21.570609	cds	89726	90301	-	LDPEMP_04065	ampD	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	COG:COG3023, COG:M, RefSeq:WP_008576336.1, SO:0001217, UniParc:UPI0001FD5FA1, UniRef:UniRef100_A0A6B3KPW0, UniRef:UniRef50_A0A7W9V6F3, UniRef:UniRef90_D4T4E1
NODE_3_length_284270_cov_21.570609	cds	90325	90816	+	LDPEMP_04070	yiiM	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	COG:COG2258, COG:FV, RefSeq:WP_008576334.1, SO:0001217, UniParc:UPI00005CEA5B, UniRef:UniRef100_A0A6B3KNG7, UniRef:UniRef50_G7UR15, UniRef:UniRef90_V7ZE27
NODE_3_length_284270_cov_21.570609	cds	90813	91340	+	LDPEMP_04075		Alpha/beta superfamily hydrolase	COG:COG2945, COG:R, RefSeq:WP_218558797.1, SO:0001217, UniParc:UPI001C465304, UniRef:UniRef100_UPI001C465304, UniRef:UniRef50_A0A2H0HVG4, UniRef:UniRef90_A0A098Q1G4
NODE_3_length_284270_cov_21.570609	cds	91381	91887	+	LDPEMP_04080	yhbS	putative N-acetyltransferase YhbS	COG:COG3153, COG:R, RefSeq:WP_029819137.1, SO:0001217, UniParc:UPI0004A28FAB, UniRef:UniRef100_UPI0004A28FAB, UniRef:UniRef50_A0A6V7DT82, UniRef:UniRef90_A0A6B3KI12
NODE_3_length_284270_cov_21.570609	cds	92333	92698	+	LDPEMP_04085		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A854DRB3
NODE_3_length_284270_cov_21.570609	cds	92865	95000	+	LDPEMP_04090	rlmL	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	COG:COG1092, COG:J, GO:0003723, GO:0005737, GO:0052915, GO:0070043, RefSeq:WP_057681557.1, SO:0001217, UniParc:UPI0006E59B16, UniRef:UniRef100_A0A3G2WCR5, UniRef:UniRef50_Q9PA69, UniRef:UniRef90_Q4UT85
NODE_3_length_284270_cov_21.570609	cds	95221	95997	+	LDPEMP_04095	nadK	NAD kinase	COG:COG0061, COG:H, EC:2.7.1.23, GO:0003951, GO:0005524, GO:0005737, GO:0006741, GO:0016310, GO:0019674, GO:0046872, GO:0051287, KEGG:K00858, RefSeq:WP_008576325.1, SO:0001217, UniParc:UPI0001FD5F9D, UniRef:UniRef100_A0A0G8XIB6, UniRef:UniRef50_Q8PM39, UniRef:UniRef90_Q8PM39
NODE_3_length_284270_cov_21.570609	cds	96173	97138	+	LDPEMP_04100		5'-nucleotidase	RefSeq:WP_031422018.1, SO:0001217, UniParc:UPI0004DF9599, UniRef:UniRef100_A0A1S1XIG7, UniRef:UniRef50_A0A5B8R823, UniRef:UniRef90_A0A0U5FFL7
NODE_3_length_284270_cov_21.570609	cds	97220	97786	-	LDPEMP_04105		DUF2939 domain-containing protein	RefSeq:WP_218558796.1, SO:0001217, UniParc:UPI001C445958, UniRef:UniRef100_UPI001C445958, UniRef:UniRef50_A0A7V8GPP6, UniRef:UniRef90_A0A1C3NI76
NODE_3_length_284270_cov_21.570609	cds	97911	98597	-	LDPEMP_04110		DUF2461 domain-containing protein	COG:COG5587, COG:S, RefSeq:WP_218558795.1, SO:0001217, UniParc:UPI001C4648F6, UniRef:UniRef100_UPI001C4648F6, UniRef:UniRef50_D2UDX3, UniRef:UniRef90_Q3BV43
NODE_3_length_284270_cov_21.570609	cds	98594	100039	-	LDPEMP_04115	sbcB	exodeoxyribonuclease I	COG:COG2925, COG:L, EC:3.1.11.1, KEGG:K01141, RefSeq:WP_031422024.1, SO:0001217, UniParc:UPI0004DFC6EB, UniRef:UniRef100_UPI0004DFC6EB, UniRef:UniRef50_A0A7X0UWS8, UniRef:UniRef90_Q5H037
NODE_3_length_284270_cov_21.570609	ncRNA	100187	100263	+	LDPEMP_04120	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
NODE_3_length_284270_cov_21.570609	cds	100298	101665	-	LDPEMP_04125	kmo	Kynurenine 3-monooxygenase	COG:COG0654, COG:HC, EC:1.14.13.9, GO:0004502, GO:0006569, GO:0019805, GO:0034354, GO:0043420, GO:0071949, RefSeq:WP_218558794.1, SO:0001217, UniParc:UPI001C437237, UniRef:UniRef100_UPI001C437237, UniRef:UniRef50_B2SIT6, UniRef:UniRef90_B2SIT6
NODE_3_length_284270_cov_21.570609	cds	101837	103108	-	LDPEMP_04130	kynU	kynureninase	COG:COG3844, COG:E, EC:3.7.1.3, GO:0005737, GO:0006569, GO:0019805, GO:0030170, GO:0030429, GO:0034354, GO:0043420, GO:0061981, GO:0097053, RefSeq:WP_218558793.1, SO:0001217, UniParc:UPI001C45D9A3, UniRef:UniRef100_UPI001C45D9A3, UniRef:UniRef50_B2FL97, UniRef:UniRef90_Q8PM33
NODE_3_length_284270_cov_21.570609	cds	103142	105271	-	LDPEMP_04135		FUSC-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q8PAD1, UniRef:UniRef90_A0A2S7CSL9
NODE_3_length_284270_cov_21.570609	cds	105335	105865	-	LDPEMP_04140	nbaC	3-hydroxyanthranilate 3,4-dioxygenase	EC:1.13.11.6, GO:0000334, GO:0006569, GO:0008198, GO:0019805, GO:0034354, GO:0043420, RefSeq:WP_136733812.1, SO:0001217, UniParc:UPI0010AD3771, UniRef:UniRef100_UPI0010AD3771, UniRef:UniRef50_Q2P320, UniRef:UniRef90_Q2P320
NODE_3_length_284270_cov_21.570609	cds	105951	106613	-	LDPEMP_04145	can	carbonate dehydratase	COG:COG0288, COG:P, RefSeq:WP_008576307.1, SO:0001217, UniParc:UPI0001FD5F94, UniRef:UniRef100_A0A0G8XTM6, UniRef:UniRef50_A0A0U5FG56, UniRef:UniRef90_A0A1Y6HC91
NODE_3_length_284270_cov_21.570609	cds	106769	107305	+	LDPEMP_04150		N-acetylmuramidase	RefSeq:WP_127165859.1, SO:0001217, UniParc:UPI000F8F3E7B, UniRef:UniRef100_UPI000F8F3E7B, UniRef:UniRef50_D2U8I9, UniRef:UniRef90_Q8PM29
NODE_3_length_284270_cov_21.570609	cds	107348	107878	+	LDPEMP_04155		DUF2589 domain-containing protein	RefSeq:WP_011347017.1, SO:0001217, UniParc:UPI00005CEA6C, UniRef:UniRef100_A0A6B3KH92, UniRef:UniRef50_A0A1K1RR46, UniRef:UniRef90_A0A2S6YRH6
NODE_3_length_284270_cov_21.570609	cds	107930	108547	+	LDPEMP_04160		DUF2589 domain-containing protein	RefSeq:WP_003485902.1, SO:0001217, UniParc:UPI00000D7EA1, UniRef:UniRef100_A0A6B3KBU5, UniRef:UniRef50_A0A7X0FG87, UniRef:UniRef90_A0A7W9A5V1
NODE_3_length_284270_cov_21.570609	cds	108594	108854	+	LDPEMP_04165		Reverse transcriptase	RefSeq:WP_008576302.1, SO:0001217, UniParc:UPI00005CEA6D, UniRef:UniRef100_A0A6B3KE72, UniRef:UniRef50_D2U8I6, UniRef:UniRef90_A0A0U5BRS0
NODE_3_length_284270_cov_21.570609	cds	108855	109328	+	LDPEMP_04170		DUF1857 domain-containing protein	RefSeq:WP_008576299.1, SO:0001217, UniParc:UPI0001FD5D93, UniRef:UniRef100_A0A0G9E7Z2, UniRef:UniRef50_A0A0U5FDX7, UniRef:UniRef90_A0A0U5FDX7
NODE_3_length_284270_cov_21.570609	cds	109548	110291	+	LDPEMP_04175		Metalloprotease	SO:0001217, UniRef:UniRef50_A0A0G8U8X6, UniRef:UniRef90_A0A0G8U8X6
NODE_3_length_284270_cov_21.570609	cds	110331	111329	+	LDPEMP_04180		DUF2254 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V9H3C1, UniRef:UniRef90_A0A1V9H3C1
NODE_3_length_284270_cov_21.570609	cds	111705	112415	+	LDPEMP_04185		Response regulator transcription factor	SO:0001217, UniParc:UPI00005CEA71, UniRef:UniRef100_A0A6B3KFU9, UniRef:UniRef50_W4SKI8, UniRef:UniRef90_A0A7Z6ZDV5
NODE_3_length_284270_cov_21.570609	cds	112752	113387	-	LDPEMP_04190		FMN-binding negative transcriptional regulator	RefSeq:WP_014089853.1, SO:0001217, UniParc:UPI0002266656, UniRef:UniRef100_A0A2S7EKJ3, UniRef:UniRef50_A0A1V9H313, UniRef:UniRef90_A0A1V9H313
NODE_3_length_284270_cov_21.570609	cds	113389	113715	-	LDPEMP_04195		Phage-related protein	RefSeq:WP_014089854.1, SO:0001217, UniParc:UPI0002266657, UniRef:UniRef100_A0A2S7EKI2, UniRef:UniRef50_A0A344J4K1, UniRef:UniRef90_A0A0U5FCB3
NODE_3_length_284270_cov_21.570609	cds	113712	114017	-	LDPEMP_04200		Transmembrane protein	RefSeq:WP_008576283.1, SO:0001217, UniParc:UPI0001FD5D8B, UniRef:UniRef100_A0A6B3KH82, UniRef:UniRef50_A0A6B3KH82, UniRef:UniRef90_A0A6B3KH82
NODE_3_length_284270_cov_21.570609	cds	114014	114271	-	LDPEMP_04205		Mechanosensitive ion channel family protein	RefSeq:WP_029819147.1, SO:0001217, UniParc:UPI0002D7F384, UniRef:UniRef100_A0A6B3KBT4, UniRef:UniRef50_A0A0M1K3G8, UniRef:UniRef90_A0A6B3KBT4
NODE_3_length_284270_cov_21.570609	cds	114273	115667	-	LDPEMP_04210	asnS	asparagine--tRNA ligase	COG:COG0017, COG:J, EC:6.1.1.22, GO:0003676, GO:0004816, GO:0005524, GO:0005737, GO:0006421, RefSeq:WP_065627835.1, SO:0001217, UniParc:UPI00080EE1F8, UniRef:UniRef100_UPI00080EE1F8, UniRef:UniRef50_Q3BV23, UniRef:UniRef90_Q3BV23
NODE_3_length_284270_cov_21.570609	cds	115872	116210	+	LDPEMP_04215		Iron-sulfur cluster assembly accessory protein	RefSeq:WP_007966300.1, SO:0001217, UniParc:UPI00005CEA77, UniRef:UniRef100_A0A6B3KF28, UniRef:UniRef90_A0A1C3NI48
